 sa3_name_2016, SumZScore
Banyule,-1.04233158792
Bayside,-1.22205369312
Boroondara,-0.7827661679
Brunswick - Coburg,-1.08788687716
Darebin - North,-0.716729963071
Darebin - South,-1.46389154315
Essendon,-1.44848192378
Glen Eira,-1.80857328042
Hobsons Bay,-0.892797979097
Keilor,-1.90988237578
Maribyrnong,0.508619960384
Melbourne City,3.96879929587
Port Phillip,0.99868536665
Stonnington - East,-0.719101101674
Stonnington - West,0.246733306873
Yarra,1.23336608688
