,school_no, longitude, latitude, person, sa2_name_2016, sa4_name_2016, mb_category_name_2016, sa3_name_2016, mb_code_2016, Connectivity, Area, Connections, LUM_Residential, LUM_Parkland, LUM_Education, LUM_Commercial, LUM_Industrial, LUM_Hospital/Medical, LUM_Transport, LandUseMixMeasure, AverageDensity, Connectivity_ZScore, AverageDensity_ZScore, LandUseMixMeasure_ZScore, SumZScore
159,3585,144.95062,-37.75986,0,Brunswick,Melbourne - Inner,Education,Brunswick - Coburg,20462110000,84.5639221635,768649.305012,65,709748.613555,32077.3654521,15348.4513638,11474.874641,0.0,0.0,0.0,0.178369360986,60.2994568955,-0.495319168174,-0.155642280899,-1.25998227722,-1.91094372629
160,3179,144.9794,-37.7651,0,Brunswick East,Melbourne - Inner,Education,Brunswick - Coburg,20461400000,99.7571909955,541314.360009,54,446151.470663,76543.0218761,12464.3937501,6155.47371935,0.0,0.0,0.0,0.29482136174,68.652281985,-0.165312625853,0.0440061687054,-0.566953887508,-0.688260344656
161,3146,145.00388,-37.78679,0,Yarra - North,Melbourne - Inner,Education,Yarra,20641640000,111.465845476,439596.540007,49,304651.189225,126985.082535,7960.26824734,0.0,0.0,0.0,0.0,0.352264889824,65.2367836898,0.0890060874484,-0.0376307543672,-0.225096336674,-0.173721003593
162,3139,145.00883,-37.76151,0,Thornbury,Melbourne - Inner,Education,Darebin - South,20139870000,45.4220346933,748535.38001,34,730683.07954,0.0,17852.3004703,0.0,0.0,0.0,0.0,0.057898294811,51.8657589496,-1.34550348905,-0.357223746006,-1.97692890293,-3.67965613799
163,3110,144.9874,-37.77697,0,Fitzroy North,Melbourne - Inner,Education,Yarra,20637210000,113.374527576,555680.375008,63,409598.748347,88128.2064214,19347.2360009,26350.3855819,0.0,0.0,12255.7986564,0.443219458909,60.1419251414,0.130463761069,-0.159407590256,0.316191903473,0.287248074286
164,3016,145.0099,-37.84508,0,Toorak,Melbourne - Inner,Education,Stonnington - West,20546000000,120.872575198,306107.485004,37,291458.654413,9846.71797745,4802.11261383,0.0,0.0,0.0,0.0,0.114303868906,45.8305403194,0.293325670329,-0.501476981244,-1.64124841713,-1.84939972804
165,2955,144.9681,-37.7804,0,Carlton North - Princes Hill,Melbourne - Inner,Education,Yarra,20636310000,91.2152940733,635858.28001,58,522573.852803,48600.000178,37325.6924955,27358.7345332,0.0,0.0,0.0,0.338957429963,71.0911044118,-0.350847542621,0.10229867587,-0.304291605273,-0.552840472024
166,2932,144.9338,-37.83532,0,Port Melbourne,Melbourne - Inner,Education,Port Phillip,20532000000,129.998588149,623083.69001,81,426714.428704,113066.618844,21594.2768821,0.0,61708.3655796,0.0,0.0,0.469953404991,66.7013555417,0.491547923374,-0.00262469397027,0.47529078957,0.964214018974
167,2901,144.90958,-37.76828,0,Moonee Ponds,Melbourne - Inner,Education,Essendon,20446880000,78.3533206977,676423.150009,53,631001.138087,12583.1095292,14606.133712,0.0,0.0,18232.7686814,0.0,0.164028934645,47.3536594922,-0.630217006033,-0.465071528221,-1.34532492922,-2.44061346347
168,2870,144.99728,-37.89142,0,Brighton (Vic.),Melbourne - Inner South,Education,Bayside,20044160000,63.0887985555,237760.115003,15,143647.18604,56951.5754768,33261.3516757,0.0,0.0,0.0,0.0,0.473166334972,35.236529692,-0.961771211253,-0.754694039447,0.494411557583,-1.22205369312
169,2837,144.96648,-37.75505,0,Coburg,Melbourne - Inner,Education,Brunswick - Coburg,20467930000,66.9313551329,732093.350011,49,529129.382697,0.0,32379.6375539,124687.740991,40738.7755478,5157.81322149,0.0,0.446949266845,51.1366707842,-0.878308671112,-0.374650343629,0.338388712214,-0.914570302528
170,2815,144.9575,-37.8478,0,Albert Park,Melbourne - Inner,Education,Port Phillip,20529380000,145.77921637,816302.920013,119,753562.607374,47072.3203518,15582.8141656,0.0,0.0,0.0,0.0,0.161285926404,62.391731119,0.83431224963,-0.105632936709,-1.36164910202,-0.632969789103
171,2784,144.94974,-37.8306,0,South Melbourne,Melbourne - Inner,Education,Port Phillip,20529430000,190.527901328,740049.090012,141,140928.736965,39537.1844788,6255.67968345,56479.1321,459163.837405,0.0,37684.5193797,0.594476822409,44.4050543365,1.80627943851,-0.53554881483,1.21635374165,2.48708436533
172,2743,144.97241,-37.77867,0,Brunswick East,Melbourne - Inner,Education,Brunswick - Coburg,20461480000,101.663106013,678712.295011,69,568943.24412,32375.8770539,26725.1949401,50667.9788968,0.0,0.0,0.0,0.315592685993,83.320107181,-0.123915054876,0.394595164412,-0.443339717666,-0.17265960813
173,2711,145.0204,-37.77799,0,Alphington - Fairfield,Melbourne - Inner,Education,Darebin - South,20140080000,78.3263005542,676656.495009,53,561960.872823,6300.96953405,30016.03886,78378.6137922,0.0,0.0,0.0,0.300982079454,44.8331867866,-0.6308038991,-0.525315632765,-0.530290264306,-1.68640979617
174,2634,145.01778,-37.85219,0,Armadale,Melbourne - Inner,Education,Stonnington - West,20550230000,131.231778767,601988.335009,79,524070.935399,0.0,20569.9979738,57347.4016359,0.0,0.0,0.0,0.236401847393,43.1425127953,0.518333533255,-0.5657259655,-0.914619721443,-0.962012153688
175,2608,144.92612,-37.77432,0,Ascot Vale,Melbourne - Inner,Education,Essendon,20445260000,78.9383348274,570065.23001,45,460282.380156,819.487289206,11148.270484,97815.0920809,0.0,0.0,0.0,0.288562462905,44.0144863595,-0.617510162478,-0.544884134345,-0.604201805561,-1.76659610238
176,2605,144.96951,-37.80205,5,Carlton,Melbourne - Inner,Education,Melbourne City,20395860000,222.608546234,741211.435012,165,261273.247515,206907.451776,19035.9445988,243588.327364,0.0,10406.4637581,0.0,0.638979208204,113.928446543,2.50308950734,1.12619284939,1.48119605064,5.11047840737
177,2586,145.03847,-37.87159,0,Malvern - Glen Iris,Melbourne - Inner South,Education,Stonnington - East,20557120000,85.0675340995,517236.105005,44,450152.321778,4084.04638654,16071.8288863,46927.9079539,0.0,0.0,0.0,0.249100771257,42.3202390238,-0.484380427109,-0.585379876827,-0.839045968311,-1.90880627225
178,2436,145.04298,-37.76657,0,Ivanhoe,Melbourne - North East,Education,Banyule,20023130000,106.567267713,609943.385008,65,426155.04055,15119.6618355,16519.264965,120384.429392,0.0,0.0,23012.0129132,0.453382513793,34.8358361977,-0.0173938405444,-0.764271378138,0.376674209617,-0.404991009066
179,2374,144.92758,-37.7927,0,Kensington (Vic.),Melbourne - Inner,Education,Melbourne City,20449350000,179.440997133,640879.18501,115,573505.440115,16634.9658567,11937.1222595,16520.0749699,8931.975118,0.0,13349.6066915,0.258419238765,80.0347788579,1.56546549918,0.316069551925,-0.78358996507,1.09794508604
180,1912,144.90025,-37.8064,0,Footscray,Melbourne - West,Education,Maribyrnong,20377070000,91.1271018091,680368.395012,62,320859.024284,18717.34407,45934.1646993,160192.203997,134665.657961,0.0,0.0,0.666234259557,44.4812811324,-0.352763129349,-0.533726849034,1.64339613504,0.756906156655
181,1896,144.99564,-37.85715,0,Prahran - Windsor,Melbourne - Inner,Education,Stonnington - West,20544290000,174.351276314,648116.85001,113,384224.646208,80621.7690858,67502.7911136,115767.643602,0.0,0.0,0.0,0.571705862565,84.5243374731,1.45491383402,0.423378565022,1.08083935349,2.95913175253
182,1886,144.99881,-37.80898,0,Abbotsford,Melbourne - Inner,Education,Yarra,20637040000,117.247632347,545853.240008,64,335766.362675,15919.8689373,14446.5617789,109745.689891,69888.6700637,0.0,86.0866624573,0.557683058411,91.1316190944,0.214589825551,0.581305196749,0.997386932583,1.79328195488
183,1604,145.0344,-37.85601,0,Malvern - Glen Iris,Melbourne - Inner South,Education,Stonnington - East,20555670000,78.4177199761,586602.110008,46,491890.288214,34642.9040323,37515.7988357,18105.9471529,0.0,4447.17177222,0.0,0.32630566728,68.6712880946,-0.628818216645,0.0444604509717,-0.37958469309,-0.963942458763
184,1508,145.03386,-37.82404,0,Hawthorn,Melbourne - Inner East,Education,Boroondara,20067480000,99.9359338116,620397.465008,62,412180.551563,18502.7906054,31703.1181481,151484.396205,0.0,6526.60848668,0.0,0.473074309997,95.0947119323,-0.161430229026,0.676030673728,0.493863899152,1.00846434385
185,1490,144.98415,-37.78502,0,Fitzroy North,Melbourne - Inner,Education,Yarra,20640000000,120.953666596,768889.465011,93,498558.834079,201666.98656,24164.9390781,44498.7052931,0.0,0.0,0.0,0.465379173684,64.9100960301,0.295087022148,-0.0454392124703,0.448068653958,0.697716463636
186,1479,144.98901,-37.87022,0,St Kilda,Melbourne - Inner,Education,Port Phillip,20525150000,120.596173943,754584.470011,91,583433.372962,42892.7025671,21156.4247922,100285.67176,0.0,0.0,6816.29792903,0.397156407945,83.7039293626,0.287322075996,0.403769246553,0.0420617740793,0.733153096628
187,1409,144.89175,-37.8559,0,Williamstown,Melbourne - West,Education,Hobsons Bay,20283450000,83.5311997949,646465.035012,54,531328.288364,32714.6423701,13835.9129716,44525.1153755,0.0,0.0,21599.6571622,0.355175185643,44.4364580573,-0.517750492321,-0.534798206011,-0.207776603118,-1.26032530145
188,1402,144.95078,-37.79861,0,North Melbourne,Melbourne - Inner,Education,Melbourne City,20401850000,218.865218559,740181.565012,162,470128.633934,32144.7966084,43314.8444967,152367.266569,0.0,42226.023403,0.0,0.554679176237,123.609619536,2.42178227607,1.35759134724,0.97951024852,4.75888387183
189,1401,144.99689,-37.77176,0,Northcote,Melbourne - Inner,Education,Darebin - South,20139540000,107.821165042,584300.865008,63,440649.18676,0.0,24396.1724913,88635.8350821,0.0,0.0,30619.6706747,0.403928634774,54.8509286404,0.00984153101183,-0.285872497275,0.0823646063523,-0.193666359911
190,1360,144.98924,-37.79231,0,Yarra - North,Melbourne - Inner,Education,Yarra,20638090000,124.977238687,744135.500011,93,439516.590128,99609.8056158,18804.3128173,136798.275833,0.0,0.0,49406.5156172,0.598470458364,64.5970662704,0.382481323407,-0.0529212207182,1.24012064198,1.56968074467
191,1252,144.97302,-37.79106,0,Carlton North - Princes Hill,Melbourne - Inner,Education,Yarra,20636340000,118.28907443,710124.755011,84,597285.875938,55387.732279,31341.8550763,10535.0649097,0.0,0.0,15574.2268084,0.322981808902,101.282841185,0.237210546905,0.823938764474,-0.399365617455,0.661783693925
192,1183,144.89973,-37.86381,0,Williamstown,Melbourne - West,Education,Hobsons Bay,20284160000,82.1762706723,742306.745013,61,542851.344524,88022.430083,42407.2402351,24638.5969609,10541.9446666,0.0,32942.0405324,0.491720463396,41.0567228583,-0.547180332588,-0.615580322879,0.604830766024,-0.557929889443
193,1181,144.9524,-37.84179,10,Albert Park,Melbourne - Inner,Education,Port Phillip,20531680000,210.079216425,866339.865014,182,744454.966349,25368.6429501,28013.4728933,68502.7828214,0.0,0.0,0.0,0.280218941491,58.4071656668,2.23094525362,-0.20087165012,-0.653855715947,1.37621788756
194,1075,145.03316,-37.80463,0,Kew,Melbourne - Inner East,Education,Boroondara,20074520000,71.4530013365,559808.535006,40,409254.916265,19522.1964236,16057.0422974,114904.201783,0.0,0.0,70.1782365027,0.397788450772,53.5201892065,-0.780095913492,-0.317679707644,0.0458231832455,-1.05195243789
195,824,145.00745,-37.74787,0,Preston - East,Melbourne - North East,Education,Darebin - North,20631920750,101.269165813,750475.225011,76,582850.153778,39808.8997733,24479.612783,95145.4112132,0.0,0.0,8191.14746351,0.398213026956,64.097244077,-0.132471662724,-0.0648679243684,0.0483499182718,-0.148989668821
196,583,144.98563,-37.84135,0,South Yarra - West,Melbourne - Inner,Education,Melbourne City,20399100000,177.447686509,772058.530011,137,472961.673605,238273.069113,14677.98305,28826.1440967,0.0,17319.6601468,0.0,0.486304098905,84.8199439771,1.52216964534,0.430444124229,0.572596932879,2.52521070245
197,484,144.96803,-37.74118,0,Coburg,Melbourne - Inner,Education,Brunswick - Coburg,20466610000,115.903999815,741993.375011,86,407562.518855,71981.1481103,43895.4763703,187226.691659,31327.5400166,0.0,0.0,0.618618799116,43.5640653654,0.185405353728,-0.555650055119,1.36002731646,0.98978261507
198,483,144.92104,-37.7531,0,Essendon - Aberfeldie,Melbourne - Inner,Education,Essendon,20445780000,74.2410470621,592664.05501,44,451006.496182,36677.2237625,29811.6965309,75168.6385344,0.0,0.0,0.0,0.407179251876,49.3015041002,-0.719537955893,-0.418514327287,0.101709657717,-1.03634262546
199,450,144.9815,-37.7996,3,Fitzroy,Melbourne - Inner,Education,Yarra,20638150000,174.757951855,835441.240012,146,498705.995504,3513.2672766,42806.7915097,289947.862459,0.0,0.0,467.323262902,0.43923181037,86.5021805646,1.4637470608,0.470652786922,0.292460635418,2.22686048314
200,293,145.01839,-37.82011,0,Hawthorn,Melbourne - Inner East,Education,Boroondara,20071720000,110.668828201,614445.83001,68,432602.945011,104784.796362,41028.5764868,35995.7160446,33.7961054962,0.0,0.0,0.460541955362,54.1143774213,0.0716944135756,-0.303477476113,0.419281431731,0.187498369194
201,253,144.89267,-37.79838,0,Footscray,Melbourne - West,Education,Maribyrnong,20376930000,174.377470462,699631.665012,122,538138.731424,0.0,42670.634974,109691.578154,0.0,0.0,0.0,0.338446103559,85.7465826326,1.45548278598,0.452592555322,-0.307334607644,1.60074073366
202,250,144.9336,-37.78139,0,Flemington,Melbourne - Inner,Education,Essendon,20444990000,96.7115751417,620401.43501,60,475970.20809,21631.7008396,59202.9970779,62267.543382,0.0,0.0,1328.98562001,0.405174949641,73.662160049,-0.231465154861,0.163751808949,0.0897816672831,0.0220683213702
